iter	MultiClass
0	2.358016263
1	2.275958076
2	2.146634146
3	2.062831297
4	1.954916957
5	1.889502964
6	1.822507812
7	1.75023315
8	1.689882264
9	1.626230111
10	1.57259834
11	1.522120878
12	1.477724731
13	1.433103623
14	1.385611014
15	1.350282821
