iter	MultiClass
152	0.2534141401
153	0.2514656905
154	0.2495203942
155	0.2477694438
156	0.2464819973
157	0.2449628846
158	0.243230733
159	0.2416656482
160	0.2399799263
161	0.2377003097
162	0.2360024303
163	0.2345033249
164	0.2326587193
165	0.2313953426
166	0.2300921095
167	0.2286550835
168	0.2267414185
169	0.2244818683
170	0.2228595028
171	0.2215084899
172	0.2201466103
173	0.2186243158
174	0.2173604986
175	0.2158727397
176	0.2142809088
177	0.2128505011
178	0.2114579663
179	0.2102446876
180	0.2091000512
181	0.2077980562
182	0.20654569
183	0.2051338249
184	0.2037051558
185	0.2024556874
186	0.2014128557
187	0.2001207115
188	0.1988736461
189	0.197921224
190	0.1967175329
191	0.1957297757
192	0.1947499133
193	0.1938475379
194	0.1928218417
195	0.191719526
196	0.190777441
197	0.1894735155
198	0.1881462737
199	0.1872046705
200	0.1860419775
201	0.1851366334
202	0.1840593672
203	0.1832279842
204	0.1821159839
205	0.1812121772
206	0.1803943886
207	0.1795059887
208	0.1786516024
209	0.1777030414
210	0.1768138367
211	0.1759001069
212	0.174971331
213	0.1739875328
214	0.1730601119
215	0.1721297418
216	0.1711593265
217	0.170221561
218	0.1694716755
219	0.1685715847
220	0.1677458739
221	0.1667790767
222	0.1656843095
223	0.1650180519
224	0.1642901549
225	0.1634446413
226	0.1626787418
227	0.1619805517
228	0.1612860187
229	0.1606681624
230	0.160001559
231	0.1592355096
232	0.1584325758
233	0.15769481
234	0.1567892686
235	0.1561496888
236	0.1553688708
237	0.1546451184
238	0.1540183085
239	0.1534037228
240	0.1525976473
241	0.151850497
242	0.1511632101
243	0.1504774608
244	0.1498896024
245	0.1491656081
246	0.1484919564
247	0.1477505615
248	0.1470803392
249	0.1464893846
250	0.1458012546
251	0.1451815078
252	0.1446720731
253	0.1441059075
254	0.1436097601
255	0.1429631246
256	0.1423643636
257	0.1419292446
258	0.1413701053
259	0.14066235
260	0.1400773845
261	0.1395652007
262	0.1389995931
263	0.1383241517
264	0.137844886
265	0.1373501312
266	0.1367947715
267	0.1362738232
268	0.1357381092
269	0.1353376118
270	0.134809328
271	0.1343198181
272	0.1338361603
273	0.1333176642
274	0.1328168463
275	0.1323212793
276	0.1318020771
277	0.1312238383
278	0.1304339755
279	0.1300027714
280	0.1295600261
281	0.1292116856
282	0.1287701861
283	0.1282467239
284	0.1277649265
285	0.1274037337
286	0.1269775535
287	0.1265240944
288	0.1260882941
289	0.1257354787
290	0.1252361261
291	0.1248377229
292	0.1243524946
293	0.1239789337
294	0.1235152876
295	0.123124868
296	0.1224736951
297	0.1219707134
298	0.1215728928
299	0.1211664422
300	0.120703991
301	0.1202082121
302	0.119775324
303	0.1194446166
304	0.119103993
305	0.1187415307
306	0.1181261475
307	0.1177382305
308	0.1172793478
309	0.1168076605
310	0.1164513653
311	0.1158194476
312	0.1154165077
313	0.1150307359
314	0.114601238
315	0.1142053555
316	0.1137988703
317	0.1134066123
318	0.1130097377
319	0.1127492752
320	0.1123402412
321	0.111990914
322	0.1115224845
323	0.1111013315
324	0.1106975054
325	0.110374032
326	0.1099360923
327	0.1096116123
328	0.1092190448
329	0.1088409299
330	0.1084516489
331	0.1080159543
332	0.1077214863
333	0.107301964
334	0.1069768555
335	0.1064010704
336	0.10590145
337	0.1055576794
338	0.1052052914
339	0.1047936367
340	0.1043260545
341	0.1039319294
342	0.1036034191
343	0.1033411265
344	0.1030184217
345	0.1027063638
346	0.1023957547
347	0.1020583802
348	0.1018324943
349	0.1014619079
350	0.1012144026
351	0.1008967865
352	0.1005314388
353	0.1002253671
354	0.09990158175
355	0.09946940209
356	0.09915488338
357	0.09881778627
358	0.09851377451
359	0.09822967618
360	0.09795410389
361	0.09762620191
362	0.09729092225
363	0.09700707122
364	0.09669234682
365	0.0963134046
366	0.09601888039
367	0.09576881112
368	0.09550985539
369	0.09527958555
370	0.0950107642
371	0.09479353219
372	0.0945582712
373	0.09434290343
374	0.09413760355
375	0.09398855705
376	0.0937683419
377	0.09344994097
378	0.09322504408
379	0.09285597024
380	0.092596592
381	0.09237198642
382	0.09208364866
383	0.09176663719
384	0.09142706666
385	0.09107548449
386	0.09065025793
387	0.09043269404
388	0.09010858823
389	0.08993916862
390	0.0897513287
391	0.0894635528
392	0.08923101206
393	0.08889167351
394	0.0886928905
395	0.08844802503
396	0.08821861244
397	0.08798262651
398	0.08772908274
399	0.08745161121
400	0.08717114152
401	0.08696743354
402	0.08663402946
403	0.0864117743
404	0.08615699581
405	0.08595394321
406	0.08575994019
407	0.08551565954
408	0.08528971893
409	0.08499398402
410	0.08474216164
411	0.08455940211
412	0.08436192363
413	0.08414146056
414	0.08395088638
415	0.08369446565
416	0.08354488255
417	0.08334673372
418	0.08315629783
419	0.08290586724
420	0.08270185607
421	0.08247909052
422	0.08225634275
423	0.08202534414
424	0.08180001684
425	0.08152701298
426	0.08126557231
427	0.08109838648
428	0.08089574081
429	0.08070357924
430	0.08045868596
431	0.08025580906
432	0.08002281085
433	0.0797213855
434	0.07960493445
435	0.07939039565
436	0.07916737897
437	0.07889776609
438	0.07863719775
439	0.07842045809
440	0.0782093672
441	0.07805977122
442	0.07787086062
443	0.07771461714
444	0.07735948514
445	0.07704673011
446	0.07686770822
447	0.07671420956
448	0.07640372157
449	0.07615961272
450	0.07602333165
451	0.07583409636
452	0.07571147586
453	0.07553845292
454	0.07538071752
455	0.07513102729
456	0.07491568645
457	0.07474427917
458	0.07455105033
459	0.07442387335
460	0.07422387582
461	0.07410631441
462	0.07389530093
463	0.07372099386
464	0.07344857084
465	0.07324257517
466	0.07303625482
467	0.07277852447
468	0.07260408703
469	0.07242533122
470	0.07226205561
471	0.07206709112
472	0.07183226466
473	0.07162447109
474	0.0714096565
475	0.07128172427
476	0.07109404635
477	0.07095866951
478	0.0707430725
479	0.07056434001
480	0.07038644296
481	0.07015741134
482	0.07000111565
483	0.06989659819
484	0.06973794895
485	0.06957385464
486	0.0694596709
487	0.06932662457
488	0.06919576669
489	0.06901613509
490	0.0688695208
491	0.06868988269
492	0.06855174248
493	0.06837512887
494	0.06823960995
495	0.06801852186
496	0.06782684715
497	0.06764913186
498	0.06748175442
499	0.06736078896
500	0.0672333217
501	0.06703761037
502	0.0667495188
503	0.06663181747
504	0.06645029679
505	0.06625131449
506	0.0661082766
507	0.06598607834
508	0.06581233292
509	0.06562703742
510	0.06547610779
511	0.06535899836
512	0.06523238404
513	0.06509938832
514	0.06495841388
515	0.064796057
516	0.06464013267
517	0.06454584553
518	0.06443626456
519	0.0642684851
520	0.06410382016
521	0.06401987389
522	0.06382995026
523	0.06367533624
524	0.06355902255
525	0.06346963848
526	0.063367094
527	0.06315925383
528	0.06303785754
529	0.0628961302
530	0.06275023615
531	0.06262556243
532	0.06253686673
533	0.06236782522
534	0.06225711704
535	0.06212672566
536	0.06200769439
537	0.06193393195
538	0.06178728515
539	0.06164842921
540	0.06153248648
541	0.06140210671
542	0.06125670674
543	0.06107980255
544	0.06093523212
545	0.06078146941
546	0.06066147741
547	0.06050548096
548	0.06041305448
549	0.06029686781
550	0.06021550232
551	0.06005854031
552	0.05990839567
553	0.05978659514
554	0.05968130526
555	0.0595195881
556	0.05941878327
557	0.05931346235
558	0.05919609658
559	0.05910622486
560	0.05898442777
561	0.05885037562
562	0.05877253675
563	0.05865741547
564	0.05858914099
565	0.05846671195
566	0.05836193654
567	0.05822379084
568	0.05802673543
569	0.05793623456
570	0.05783759813
571	0.05771535483
572	0.05757156569
573	0.05742797963
574	0.05725582982
575	0.05713936948
576	0.05701438835
577	0.05686942097
578	0.05676689661
579	0.0566620522
580	0.05656136616
581	0.05645128578
582	0.05633393474
583	0.05626370613
584	0.05615277758
585	0.05605923964
586	0.05595232211
587	0.05584583703
588	0.05570707254
589	0.05562397219
590	0.05552132312
591	0.05542141068
592	0.05527476061
593	0.05513405781
594	0.05497071293
595	0.05481866802
596	0.0547659558
597	0.05465625461
598	0.05452464434
599	0.05441387832
