iter	MultiClass
137	0.2103988933
138	0.2081724613
139	0.2067129238
140	0.2048074554
141	0.2031518501
142	0.2013920602
143	0.1992685331
144	0.1976397712
145	0.1954700538
146	0.194263084
147	0.1913659783
148	0.1904156233
149	0.1892748679
150	0.1882438258
151	0.1870706383
152	0.1860121222
153	0.1849778625
154	0.1839349782
155	0.1829442792
156	0.1809001073
157	0.1797354834
158	0.1784626017
159	0.1775674658
160	0.1767382942
161	0.1755402188
162	0.1740508075
163	0.1730537384
164	0.1716590598
165	0.1708258227
166	0.1694304673
167	0.1680133918
168	0.1672288272
169	0.166172639
170	0.164917532
171	0.1642206155
172	0.1631858751
173	0.1624095199
174	0.161399742
175	0.1605926212
176	0.1593857905
177	0.1585428563
178	0.1577142968
179	0.1566016458
180	0.1557605515
181	0.154487772
182	0.1533209247
183	0.1525325114
184	0.1513557689
185	0.1505113413
186	0.1497301443
187	0.1488807172
188	0.1483269478
189	0.1474972042
190	0.1464584457
191	0.1452724113
192	0.1445713443
193	0.1436549023
194	0.1429867812
195	0.1422410755
196	0.1415193777
197	0.1402020232
198	0.1388616889
199	0.1380653726
200	0.1372767473
201	0.1361003412
202	0.13538497
203	0.1344261287
204	0.1337581394
205	0.1326449309
206	0.1316515685
207	0.1310645178
208	0.1304395552
209	0.1297866505
210	0.128950866
211	0.1283153451
212	0.1275047799
213	0.1268193548
214	0.1260086404
215	0.1254030854
216	0.1246174067
217	0.1238755628
218	0.1233524701
219	0.1229134828
220	0.1221700028
221	0.1216065935
222	0.1210429976
223	0.1206228355
224	0.1200833199
225	0.1196478048
226	0.1191117023
227	0.118440137
228	0.1178486484
229	0.1171789136
230	0.1165442286
231	0.1159560444
232	0.115195214
233	0.1147430038
234	0.1143421706
235	0.1134235697
236	0.1129546479
237	0.1124418609
238	0.1120507071
239	0.1116405202
240	0.1111488423
241	0.1107626753
242	0.1104360497
243	0.1098497817
244	0.1092953775
245	0.1086020962
246	0.1079695803
247	0.1075426324
248	0.1069995844
249	0.1065790289
250	0.1060764323
251	0.1054780821
252	0.1050482553
253	0.1045275564
254	0.1040048702
255	0.1035880492
256	0.1031150818
257	0.1026422857
258	0.1022322355
259	0.1018258113
260	0.1013924411
261	0.1009094518
262	0.1004796459
263	0.09980396257
264	0.09937542684
265	0.09897369024
266	0.09852430529
267	0.09802687378
268	0.097578327
269	0.09710631176
270	0.09663946046
271	0.0961984691
272	0.09594185945
273	0.0954402544
274	0.09499868454
275	0.09456657081
276	0.09415884204
277	0.09367662932
278	0.09320208945
279	0.09280517012
280	0.09225745846
281	0.09189496011
282	0.0915689058
283	0.09128967541
284	0.09098476875
285	0.09073074757
286	0.0903561905
287	0.09002708618
288	0.08961939278
289	0.08932276989
290	0.08909147774
291	0.08877678402
292	0.0884878178
293	0.08824917897
294	0.08783563227
295	0.08735640681
296	0.08708393133
297	0.08677766125
298	0.08646945875
299	0.08614530807
300	0.08594416424
301	0.08568891172
302	0.08538815277
303	0.08505730083
304	0.08462310603
305	0.0843237831
306	0.08406710775
307	0.08370154578
308	0.08334134165
309	0.0829186813
310	0.0826271459
311	0.08235083396
312	0.08207778018
313	0.08189594458
314	0.08158761782
315	0.08133588006
316	0.08110737817
317	0.08082014981
318	0.08062548058
319	0.08038309617
320	0.08008063329
321	0.07981351986
322	0.07957078234
323	0.07925566123
324	0.07895704249
325	0.07878234029
326	0.07852770697
327	0.07826345596
328	0.07801423778
329	0.07774360775
330	0.07748343634
331	0.07715522795
332	0.07686339872
333	0.07664243678
334	0.07641730578
335	0.07612992848
336	0.07588517033
337	0.0756555837
338	0.07532701745
339	0.07511317063
340	0.07480896676
341	0.0745888852
342	0.07435173461
343	0.0741396393
344	0.07397375941
345	0.07364566295
346	0.07335723173
347	0.0731361548
348	0.072831145
349	0.07253485711
350	0.07230101582
351	0.07204647963
352	0.07169357223
353	0.07146930868
354	0.07121183226
355	0.07086948569
356	0.07069115376
357	0.07043682948
358	0.07021196051
359	0.07001690635
360	0.06983878526
361	0.06957283404
362	0.06932931515
363	0.0690714523
364	0.06889241859
365	0.06870414246
366	0.06854405038
367	0.06828878308
368	0.06791465782
369	0.06777359818
370	0.06760569915
371	0.06740447225
372	0.0672247487
373	0.0669289237
374	0.06674000484
375	0.06649321815
376	0.06632877963
377	0.06610650267
378	0.06589194204
379	0.06576304018
380	0.06560205656
381	0.06539169292
382	0.06525035814
383	0.06505798088
384	0.06488740527
385	0.06470316293
386	0.06447392361
387	0.06424792558
388	0.0640809733
389	0.06388177484
390	0.06376330625
391	0.06360822586
392	0.06340337709
393	0.06308707492
394	0.06285838262
395	0.06268762105
396	0.06249227889
397	0.0622955578
398	0.06213648768
399	0.06190118234
400	0.06175523063
401	0.06156847785
402	0.06137255048
403	0.06124342808
404	0.06103791035
405	0.06087929017
406	0.06070063658
407	0.06055402883
408	0.06038826797
409	0.06028200623
410	0.06011789068
411	0.0600119874
412	0.05983614598
413	0.05963166093
414	0.05952045347
415	0.05934972634
416	0.05917984476
417	0.05889708803
418	0.05875807809
419	0.05862291002
420	0.05849292052
421	0.0583039018
422	0.05814048568
423	0.05798579752
424	0.05784358401
425	0.05769718319
426	0.0575974442
427	0.05746835991
428	0.05727018548
429	0.05707431584
430	0.05689884499
431	0.05671073137
432	0.05660565276
433	0.05641202461
434	0.05626854866
435	0.05606652944
436	0.05591811531
437	0.05577456708
438	0.05568470262
439	0.05553985269
440	0.05541128229
441	0.05520968808
442	0.05498050314
443	0.05483143117
444	0.05472399116
445	0.05454549311
446	0.05442165092
447	0.05429156349
448	0.05413434973
449	0.05394776008
450	0.05382971081
451	0.05358059387
452	0.05344406904
453	0.05332405533
454	0.05319628434
455	0.05310971979
456	0.05296495106
457	0.05283414062
458	0.05272715845
459	0.05263102432
460	0.0525037769
461	0.05234831988
462	0.05220739651
463	0.05209826195
464	0.05199204893
465	0.05189542643
466	0.05178110176
467	0.05164993545
468	0.05154328772
469	0.05141857867
470	0.05129142377
471	0.05118006279
472	0.05106319722
473	0.05094702214
474	0.05083241814
475	0.05070766518
476	0.0506351688
477	0.05052543569
478	0.05037667329
479	0.05026399643
480	0.05015151609
481	0.04999667623
482	0.04987362147
483	0.04975758337
484	0.04964968696
485	0.04950590546
486	0.04938887549
487	0.04932473883
488	0.0492143667
489	0.04909092434
490	0.04896064133
491	0.04881755036
492	0.04867357441
493	0.04857067256
494	0.0484565884
495	0.0483609957
496	0.04822941111
497	0.04808073266
498	0.04794266264
499	0.04785702549
500	0.04774459934
501	0.04763234801
502	0.04753652719
503	0.04745751567
504	0.04736966077
505	0.04726358352
506	0.04717226795
507	0.04708243888
508	0.04698179477
509	0.04687558737
510	0.04675721662
511	0.04666819166
512	0.04656883316
513	0.04647258816
514	0.04638062428
515	0.04630058771
516	0.04620718364
517	0.0461406481
518	0.04606159394
519	0.04599433225
520	0.04589209369
521	0.04574716848
522	0.04560808688
523	0.0454698552
524	0.04538844525
525	0.04530978336
526	0.04525291703
527	0.04514794736
528	0.04505966543
529	0.04497385217
530	0.04489882256
531	0.04484453268
532	0.04475256206
533	0.04465154799
534	0.04455798609
535	0.04447987686
536	0.04439292717
537	0.04431537235
538	0.04417952699
539	0.0440777881
540	0.0439813284
541	0.04386795671
542	0.04378244433
543	0.0436780839
544	0.04359009855
545	0.04348908967
546	0.04341477751
547	0.04332873667
548	0.04324178806
549	0.0431476488
550	0.04309758219
551	0.04302803767
552	0.04295159936
553	0.04284971927
554	0.0427653211
555	0.04268104629
556	0.04260881241
557	0.04252735693
558	0.04243472383
559	0.04233911639
560	0.0422476343
561	0.04218966075
562	0.04210190771
563	0.04202544907
564	0.04196439493
565	0.0418592613
566	0.04178469418
567	0.04168660235
568	0.04160648767
569	0.04152235276
570	0.0414638888
571	0.04139384527
572	0.04132556874
573	0.04125198233
574	0.04114349384
575	0.0410678444
576	0.04099775231
577	0.04092323597
578	0.04079910242
579	0.04072149697
580	0.04064311028
581	0.04057051901
582	0.04044571345
583	0.04037080228
584	0.04029993875
585	0.04022350092
586	0.04013694752
587	0.040031089
588	0.03997415771
589	0.03984597137
590	0.03975860536
591	0.03967935814
592	0.03959157064
593	0.03951075192
594	0.03944075336
595	0.0393864998
596	0.03933505441
597	0.03925819276
598	0.03921948922
599	0.03913295268
